freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2367 workers=4
[1891/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1892/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1893/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1894/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1895/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1896/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1897/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1898/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1899/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1900/2367] BANK2_OM-C_shared_state__T_cross_-both_d_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=173 (32.0s)
[1901/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1902/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=189 (31.5s)
[1903/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1904/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1905/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1906/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1907/2367] BANK2_OM-C_shared_state__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=173 (32.5s)
[1908/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1909/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1910/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1911/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1912/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1913/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1914/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1915/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1916/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1917/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1918/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1919/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1920/2367] BANK2_OM-C_shared_state__OAT_a_exec-set_holdings: cached
[1921/2367] BANK2_OM-C_shared_state__SPOT_all_excluded_off: cached
[1922/2367] BANK2_PX-01_c5000__ref: cached
[1923/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1924/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1925/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1926/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1927/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1928/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1929/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1930/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1931/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1932/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1933/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1934/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1935/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1936/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1937/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1938/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1939/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1940/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1941/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1942/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1943/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1944/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1945/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1946/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1947/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1948/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1949/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1950/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1951/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1952/2367] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1953/2367] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1954/2367] BANK2_PX-01_c5000__OAT_a_exec-set_holdings: cached
[1955/2367] BANK2_PX-01_c5000__OAT_cross_timing-today_ma: cached
[1956/2367] BANK2_PX-01_c5000__SPOT_all_excluded_off: cached
[1957/2367] BANK2_PX-01_c10000__ref: cached
[1958/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1959/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1960/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1961/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1962/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1963/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1964/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1965/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1966/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1967/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1968/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1969/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1970/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1971/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1972/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1973/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1974/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1975/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1976/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1977/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1978/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1979/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1980/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1981/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1982/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[1983/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1984/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[1985/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1986/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[1987/2367] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[1988/2367] BANK2_OM-C_shared_state__T_cross_-both_d_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: ok fills=189 (34.5s)
[1989/2367] BANK2_PX-01_c10000__OAT_a_exec-set_holdings: cached
[1990/2367] BANK2_PX-01_c10000__OAT_cross_timing-today_ma: cached
[1991/2367] BANK2_PX-01_c10000__SPOT_all_excluded_off: cached
[1992/2367] BANK2_PX-01_c20000__ref: cached
[1993/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[1994/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1995/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[1996/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1997/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[1998/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[1999/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2000/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2001/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2002/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2003/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2004/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2005/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2006/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2007/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2008/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2009/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2010/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2011/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2012/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2013/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2014/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2015/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2016/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2017/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2018/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2019/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2020/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2021/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2022/2367] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2023/2367] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2024/2367] BANK2_PX-01_c20000__OAT_a_exec-set_holdings: cached
[2025/2367] BANK2_PX-01_c20000__OAT_cross_timing-today_ma: cached
[2026/2367] BANK2_PX-01_c20000__SPOT_all_excluded_off: cached
[2027/2367] BANK2_PX-01_c50000__ref: cached
[2028/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2029/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2030/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2031/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2032/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2033/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2034/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2035/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2036/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2037/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2038/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2039/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2040/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2041/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2042/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2043/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2044/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2045/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2046/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2047/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2048/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2049/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2050/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2051/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2052/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2053/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2054/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2055/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2056/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2057/2367] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2058/2367] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2059/2367] BANK2_PX-01_c50000__OAT_a_exec-set_holdings: cached
[2060/2367] BANK2_PX-01_c50000__OAT_cross_timing-today_ma: cached
[2061/2367] BANK2_PX-01_c50000__SPOT_all_excluded_off: cached
[2062/2367] BANK2_BL-06_skip__ref: cached
[2063/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2064/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2065/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2066/2367] BANK2_OM-C_shared_state__T_cross_-today__input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: ok fills=266 (27.8s)
[2067/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2068/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2069/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2070/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2071/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2072/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2073/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2074/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2075/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2076/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2077/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2078/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2079/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2080/2367] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: ok fills=282 (28.0s)
[2081/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2082/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2083/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2084/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2085/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2086/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2087/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2088/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2089/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2090/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2091/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2092/2367] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2093/2367] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2094/2367] BANK2_BL-06_skip__OAT_a_exec-set_holdings: cached
[2095/2367] BANK2_BL-06_skip__OAT_cross_timing-today_ma: cached
[2096/2367] BANK2_BL-06_skip__SPOT_all_excluded_off: cached
[2097/2367] BANK2_BL-06_partial__ref: cached
[2098/2367] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2099/2367] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
