freeze OK t1=5ae1bdb0e71a all=0eeb421b90d4 engine={'engine_image': 'quantconnect/lean@sha256:dc84a683464681b2e6c9579bc7655e16d4802380367c77004e40a6a504088bd7', 'lean_cli': 'lean 1.0.227', 'git_rev': 'b11f5d122f97867cc5ed6d1c49ddee57e4628667'}
jobs=2869 workers=6
[2451/2869] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2452/2869] BANK2_PX-01_c5000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2453/2869] BANK2_PX-01_c5000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2454/2869] BANK2_PX-01_c5000__OAT_a_exec-set_holdings: cached
[2455/2869] BANK2_PX-01_c5000__OAT_cross_timing-today_ma: cached
[2456/2869] BANK2_PX-01_c5000__SPOT_all_excluded_off: cached
[2457/2869] BANK2_PX-01_c10000__ref: cached
[2458/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2459/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2460/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2461/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2462/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2463/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2464/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2465/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2466/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2467/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2468/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2469/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2470/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2471/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2472/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2473/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2474/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2475/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2476/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2477/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2478/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2479/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2480/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2481/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2482/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2483/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2484/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2485/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2486/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2487/2869] BANK2_PX-01_c10000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2488/2869] BANK2_PX-01_c10000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2489/2869] BANK2_PX-01_c10000__OAT_a_exec-set_holdings: cached
[2490/2869] BANK2_PX-01_c10000__OAT_cross_timing-today_ma: cached
[2491/2869] BANK2_PX-01_c10000__SPOT_all_excluded_off: cached
[2492/2869] BANK2_PX-01_c20000__ref: cached
[2493/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2494/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2495/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2496/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2497/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2498/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2499/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2500/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2501/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2502/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2503/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2504/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2505/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2506/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2507/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2508/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2509/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2510/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2511/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2512/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2513/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2514/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2515/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2516/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2517/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2518/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2519/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2520/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2521/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2522/2869] BANK2_PX-01_c20000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2523/2869] BANK2_PX-01_c20000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2524/2869] BANK2_PX-01_c20000__OAT_a_exec-set_holdings: cached
[2525/2869] BANK2_PX-01_c20000__OAT_cross_timing-today_ma: cached
[2526/2869] BANK2_PX-01_c20000__SPOT_all_excluded_off: cached
[2527/2869] BANK2_PX-01_c50000__ref: cached
[2528/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2529/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2530/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2531/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2532/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2533/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2534/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2535/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2536/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2537/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2538/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2539/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2540/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2541/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2542/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2543/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2544/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2545/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2546/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2547/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2548/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2549/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2550/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2551/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2552/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2553/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2554/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2555/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2556/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2557/2869] BANK2_PX-01_c50000__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2558/2869] BANK2_PX-01_c50000__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2559/2869] BANK2_PX-01_c50000__OAT_a_exec-set_holdings: cached
[2560/2869] BANK2_PX-01_c50000__OAT_cross_timing-today_ma: cached
[2561/2869] BANK2_PX-01_c50000__SPOT_all_excluded_off: cached
[2562/2869] BANK2_BL-06_skip__ref: cached
[2563/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2564/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2565/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2566/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2567/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2568/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2569/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2570/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2571/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2572/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2573/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2574/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2575/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2576/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2577/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2578/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2579/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2580/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2581/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2582/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2583/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2584/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2585/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2586/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2587/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2588/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2589/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2590/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2591/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2592/2869] BANK2_BL-06_skip__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2593/2869] BANK2_BL-06_skip__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2594/2869] BANK2_BL-06_skip__OAT_a_exec-set_holdings: cached
[2595/2869] BANK2_BL-06_skip__OAT_cross_timing-today_ma: cached
[2596/2869] BANK2_BL-06_skip__SPOT_all_excluded_off: cached
[2597/2869] BANK2_BL-06_partial__ref: cached
[2598/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2599/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2600/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2601/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2602/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2603/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2604/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2605/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2606/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2607/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2608/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2609/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2610/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2611/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2612/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2613/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2614/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2615/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2616/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2617/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2618/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2619/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2620/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2621/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2622/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2623/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2624/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2625/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2626/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2627/2869] BANK2_BL-06_partial__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2628/2869] BANK2_BL-06_partial__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2629/2869] BANK2_BL-06_partial__OAT_a_exec-set_holdings: cached
[2630/2869] BANK2_BL-06_partial__OAT_cross_timing-today_ma: cached
[2631/2869] BANK2_BL-06_partial__SPOT_all_excluded_off: cached
[2632/2869] BANK2_BL-06_nocheck__ref: cached
[2633/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2634/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2635/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2636/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2637/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2638/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2639/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2640/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2641/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-strict: cached
[2642/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2643/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-strict: cached
[2644/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2645/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-cross_rsi_sm-wilder_same_b-allowe_warmup-ready_: cached
[2646/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-wilder_same_b-wait_b_warmup-ready_: cached
[2647/2869] BANK2_ER-01_R6__SPOT_all_excluded_off: ok fills=172 (43.3s)
[2648/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2649/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2650/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2651/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2652/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2653/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2654/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2655/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-level_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2656/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2657/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-strict: cached
[2658/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2659/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-strict: cached
[2660/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2661/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-allowe_warmup-ready_: cached
[2662/2869] BANK2_BL-06_nocheck__T_input_-adjust_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2663/2869] BANK2_BL-06_nocheck__T_input_-raw_rsi_ex-cross_rsi_sm-simple_same_b-wait_b_warmup-ready_: cached
[2664/2869] BANK2_BL-06_nocheck__OAT_a_exec-set_holdings: cached
[2665/2869] BANK2_BL-06_nocheck__OAT_cross_timing-today_ma: cached
